"","uniqueID1","uniqueID2","uniqueID3","uniqueID4","date","year","season","fishing_season","latitude","longitude","location","total_salmon_per_site","day_scaled_linearised","month_linearised","netting_record","sea_age","sex","fork_length","gut_weight","condition","vgll3","six6","best_estimate","be_probability","prey_group","num_prey","num_fish","num_crus","w_fish","w_crus","w_prey","empty_notEmpty","fish_prop","fish_noFish","crust_prop","crust_noCrust"
"420","579_W_87","0579_W_87","0579_W_87_1993","15_10031993","10/03/1993",1993,"92/93","winter",64.62,-5.3,"location43",116,0.479966495522895,14,15,"3","female",87,7,1.06301717683898,3,3,"Southern_Norway",0.9431,NA,0,0,0,0,0,0,0,NA,0,NA,0
"421","580_W_72","0580_W_72","0580_W_72_1993","14_10031993","10/03/1993",1993,"92/93","winter",64.62,-5.3,"location43",116,0.479966495522895,14,14,"2","female",72,4,1.07167352537723,2,2,"Eastern_Barents_White Sea",1,NA,0,0,0,0,0,0,0,NA,0,NA,0
"422","581_W_97","0581_W_97","0581_W_97_1993","29_11031993","11/03/1993",1993,"92/93","winter",64.25,-5.02,"location24",318,0.510722801187113,14,29,"3","female",97,10.3,1.12855316197587,3,3,"Southern_Norway",0.9999,"Fish",1,1,0,1.15,0.44,1.59,1,0.723270440251572,1,0.276729559748428,1
"423","582_W_66","0582_W_66","0582_W_66_1993","37_11031993","11/03/1993",1993,"92/93","winter",64.25,-5.02,"location24",318,0.510722801187113,14,37,"2","female",66,2.4,0.834794223223975,2,3,"Southern_Norway",0.9758,NA,0,0,0,0,0,0,0,NA,0,NA,0
"424","583_W_91","0583_W_91","0583_W_91_1993","36_11031993","11/03/1993",1993,"92/93","winter",64.25,-5.02,"location24",318,0.510722801187113,14,36,"3","female",91,7.5,0.995261229532453,3,3,"Southern_Norway",0.9989,NA,0,0,0,0,0,0,0,NA,0,NA,0
"425","585_W_62","0585_W_62","0585_W_62_1993","34_11031993","11/03/1993",1993,"92/93","winter",64.25,-5.02,"location24",318,0.510722801187113,14,34,"2","male",62,2.2,0.923097579805982,3,2,"Southern_Norway",0.9919,NA,0,0,0,0,0,0,0,NA,0,NA,0
"426","586_W_108","0586_W_108","0586_W_108_1993","33_11031993","11/03/1993",1993,"92/93","winter",64.25,-5.02,"location24",318,0.510722801187113,14,33,"3","male",108,14,1.11136513742824,3,3,"Southern_Norway",1,"Fish",2,2,0,8.4,0,8.4,1,1,1,0,0
"427","587_W_88","0587_W_88","0587_W_88_1993","32_11031993","11/03/1993",1993,"92/93","winter",64.25,-5.02,"location24",318,0.510722801187113,14,32,"3","female",88,6.6,0.96849173553719,3,2,"England_Ireland",0.7556,"Fish",1,1,0,1.75,0.29,2.04,1,0.857843137254902,1,0.142156862745098,1
"428","588_W_100","0588_W_100","0588_W_100_1993","28_11031993","11/03/1993",1993,"92/93","winter",64.25,-5.02,"location24",318,0.510722801187113,14,28,"3","male",100,11,1.1,3,3,"Northern_Norway",1,"Crustaceans",3,0,3,0.47,1.2,1.67,1,0.281437125748503,1,0.718562874251497,1
"429","589_W_74","0589_W_74","0589_W_74_1993","30_11031993","11/03/1993",1993,"92/93","winter",64.25,-5.02,"location24",318,0.510722801187113,14,30,"2","female",74,4.09,1.0093183029633,2,3,"Southern_Norway",0.9996,"Fish",35,33,2,54.48,0.65,55.13,1,0.988209686196263,1,0.0117903138037366,1
"430","590_W_73","0590_W_73","0590_W_73_1993","38_11031993","11/03/1993",1993,"92/93","winter",64.25,-5.02,"location24",318,0.510722801187113,14,38,"2","female",73,3.9,1.00252688185863,3,2,"Northern_Norway",0.8482,"Fish",0,0,0,2.44,0,2.44,1,1,1,0,0
"431","592_W_100","0592_W_100","0592_W_100_1993","31_11031993","11/03/1993",1993,"92/93","winter",64.25,-5.02,"location24",318,0.510722801187113,14,31,"3","male",100,11.5,1.15,3,3,"Northern_Norway",1,"Crustaceans",4,1,3,0.31,0.93,1.24,1,0.25,1,0.75,1
"432","593_W_63","0593_W_63","0593_W_63_1993","39_11031993","11/03/1993",1993,"92/93","winter",64.25,-5.02,"location24",318,0.510722801187113,14,39,"2","female",63,2.2,0.879834591096874,2,2,"Southern_Norway",0.9853,"Crustaceans",0,0,0,10.59,0.71,11.3,1,0.93716814159292,1,0.0628318584070796,1
"433","596_W_96","0596_W_96","0596_W_96_1993","42_11031993","11/03/1993",1993,"92/93","winter",64.25,-5.02,"location24",318,0.510722801187113,14,42,"3","male",96,9.5,1.07376663773148,3,3,"Eastern_Barents_White Sea",1,"Fish",4,1,3,5.98,2.29,8.27,1,0.723095525997582,1,0.276904474002418,1
"434","597_W_91","0597_W_91","0597_W_91_1993","43_11031993","11/03/1993",1993,"92/93","winter",64.25,-5.02,"location24",318,0.510722801187113,14,43,"3","female",91,7.8,1.03507167871375,2,3,"Southern_Norway",0.9992,"Crustaceans",0,0,0,0,0.97,0.97,1,0,0,1,1
"435","598_W_88","0598_W_88","0598_W_88_1993","44_11031993","11/03/1993",1993,"92/93","winter",64.25,-5.02,"location24",318,0.510722801187113,14,44,"3","female",88,8,1.17392937640872,2,3,"Southern_Norway",0.993,"Crustaceans",11,0,11,2.93,2.93,5.86,1,0.5,1,0.5,1
"436","600_W_92","0600_W_92","0600_W_92_1993","46_11031993","11/03/1993",1993,"92/93","winter",64.25,-5.02,"location24",318,0.510722801187113,14,46,"3","female",92,8,1.02736911317498,3,3,"Southern_Norway",0.9291,"Crustaceans",0,0,0,0.47,0.26,0.73,1,0.643835616438356,1,0.356164383561644,1
"437","601_W_97","0601_W_97","0601_W_97_1993","47_11031993","11/03/1993",1993,"92/93","winter",64.25,-5.02,"location24",318,0.510722801187113,14,47,"3","female",97,8,0.876546145223974,3,3,"Southern_Norway",0.9966,"Crustaceans",1,0,1,0,0.06,0.06,1,0,0,1,1
"438","602_W_71","0602_W_71","0602_W_71_1993","48_11031993","11/03/1993",1993,"92/93","winter",64.25,-5.02,"location24",318,0.510722801187113,14,48,"2","male",71,2.7,0.754377484905465,3,2,"Southern_Norway",1,"Crustaceans",0,0,0,0,0.05,0.05,1,0,0,1,1
"439","603_W_89","0603_W_89","0603_W_89_1993","50_11031993","11/03/1993",1993,"92/93","winter",64.25,-5.02,"location24",318,0.510722801187113,14,50,"3","female",89,6.9,0.978766442212353,2,3,"Southern_Norway",0.9998,"Fish",6,3,3,12.41,1.94,14.35,1,0.864808362369338,1,0.135191637630662,1
"440","606_W_65","0606_W_65","0606_W_65_1993","8_11031993","11/03/1993",1993,"92/93","winter",64.25,-5.02,"location24",318,0.510722801187113,14,8,"2","female",65,2.29,0.833864360491579,2,1,"Eastern_Barents_White Sea",1,"Crustaceans",0,0,0,0,0.44,0.44,1,0,0,1,1
"441","608_W_88","0608_W_88","0608_W_88_1993","2_11031993","11/03/1993",1993,"92/93","winter",64.25,-5.02,"location24",318,0.510722801187113,14,2,"3","female",88,6,0.880447032306536,2,3,"Southern_Norway",0.9231,NA,0,0,0,0,0,0,0,NA,0,NA,0
"442","609_W_89","0609_W_89","0609_W_89_1993","1_11031993","11/03/1993",1993,"92/93","winter",64.25,-5.02,"location24",318,0.510722801187113,14,1,"3","female",89,6.5,0.922026358605839,2,3,"Southern_Norway",0.8445,"Fish",1,1,0,2.44,0,2.44,1,1,1,0,0
"443","611_W_71","0611_W_71","0611_W_71_1993","4_11031993","11/03/1993",1993,"92/93","winter",64.25,-5.02,"location24",318,0.510722801187113,14,4,"2","female",71,2.9,0.810257298602166,2,3,"Southern_Norway",1,NA,0,0,0,0,0,0,0,NA,0,NA,0
"444","612_W_76","0612_W_76","0612_W_76_1993","5_11031993","11/03/1993",1993,"92/93","winter",64.25,-5.02,"location24",318,0.510722801187113,14,5,"2","female",76,4.09,0.931713806677358,3,2,"Southern_Norway",0.999,"Fish",22,22,0,31.58,0,31.58,1,1,1,0,0
"445","613_W_67","0613_W_67","0613_W_67_1993","7_11031993","11/03/1993",1993,"92/93","winter",64.25,-5.02,"location24",318,0.510722801187113,14,7,"2","female",67,2.7,0.897716806921064,1,3,"Southern_Norway",0.9991,NA,0,0,0,0,0,0,0,NA,0,NA,0
"446","614_W_72","0614_W_72","0614_W_72_1993","9_11031993","11/03/1993",1993,"92/93","winter",64.25,-5.02,"location24",318,0.510722801187113,14,9,"2","female",72,3.3,0.884130658436214,3,2,"Southern_Norway",0.9999,"Fish",1,1,0,4.86,0,4.86,1,1,1,0,0
"447","615_W_84","0615_W_84","0615_W_84_1993","10_11031993","11/03/1993",1993,"92/93","winter",64.25,-5.02,"location24",318,0.510722801187113,14,10,"3","female",84,5.3,0.894206889104848,1,3,"Southern_Norway",0.9999,"Crustaceans",3,0,3,0.81,0.5,1.31,1,0.618320610687023,1,0.381679389312977,1
"448","618_W_88","0618_W_88","0618_W_88_1993","22_11031993","11/03/1993",1993,"92/93","winter",64.25,-5.02,"location24",318,0.510722801187113,14,22,"3","female",88,7.4,1.08588467317806,2,3,"Southern_Norway",1,"Crustaceans",0,0,0,0.94,0.17,1.11,1,0.846846846846847,1,0.153153153153153,1
"449","619_W_93","0619_W_93","0619_W_93_1993","24_11031993","11/03/1993",1993,"92/93","winter",64.25,-5.02,"location24",318,0.510722801187113,14,24,"3","female",93,8.19,1.01820460317993,3,2,"Southern_Norway",0.9903,"Fish",9,2,7,3.12,2.8,5.92,1,0.527027027027027,1,0.472972972972973,1
"450","621_W_91","0621_W_91","0621_W_91_1993","23_11031993","11/03/1993",1993,"92/93","winter",64.25,-5.02,"location24",318,0.510722801187113,14,23,"3","female",91,7.6,1.00853137925955,3,3,"Northern_Norway",1,"Crustaceans",9,0,9,0.74,0.64,1.38,1,0.536231884057971,1,0.463768115942029,1
"451","623_W_96","0623_W_96","0623_W_96_1993","21_11031993","11/03/1993",1993,"92/93","winter",64.25,-5.02,"location24",318,0.510722801187113,14,21,"3","male",96,8,0.904224537037037,3,3,"Northern_Norway",0.765,"Crustaceans",1,0,1,8.03,0.88,8.91,1,0.901234567901234,1,0.0987654320987654,1
"452","624_W_85","0624_W_85","0624_W_85_1993","20_11031993","11/03/1993",1993,"92/93","winter",64.25,-5.02,"location24",318,0.510722801187113,14,20,"3","male",85,5.7,0.928149806635457,3,3,"Southern_Norway",1,"Crustaceans",1,0,1,0,0.07,0.07,1,0,0,1,1
"453","625_W_64","0625_W_64","0625_W_64_1993","19_11031993","11/03/1993",1993,"92/93","winter",64.25,-5.02,"location24",318,0.510722801187113,14,19,"2","female",64,2.4,0.91552734375,1,2,"Eastern_Barents_White Sea",1,"Crustaceans",5,0,5,0.66,1.52,2.18,1,0.302752293577982,1,0.697247706422018,1
"454","626_W_71","0626_W_71","0626_W_71_1993","18_11031993","11/03/1993",1993,"92/93","winter",64.25,-5.02,"location24",318,0.510722801187113,14,18,"2","female",71,3.2,0.894077019147218,2,3,"Southern_Norway",1,"Crustaceans",0,0,0,0,0.1,0.1,1,0,0,1,1
"455","628_W_65","0628_W_65","0628_W_65_1993","16_11031993","11/03/1993",1993,"92/93","winter",64.25,-5.02,"location24",318,0.510722801187113,14,16,"2","female",65,2.29,0.833864360491579,1,2,"Southern_Norway",0.9681,"Fish",7,7,0,9.37,0.78,10.15,1,0.923152709359606,1,0.0768472906403941,1
"456","630_W_93","0630_W_93","0630_W_93_1993","14_11031993","11/03/1993",1993,"92/93","winter",64.25,-5.02,"location24",318,0.510722801187113,14,14,"3","female",93,6.2,0.770802019501291,3,3,"Southern_Norway",1,"Fish",1,1,0,1.1,0,1.1,1,1,1,0,0
"457","631_W_66","0631_W_66","0631_W_66_1993","28_12031993","12/03/1993",1993,"92/93","winter",64.3,-4.92,"location25",239,0.541479106851331,14,28,"2","male",66,2.1,0.730444945320978,1,3,"England_Ireland",1,"Crustaceans",1,0,1,0.24,0.13,0.37,1,0.648648648648649,1,0.351351351351351,1
"458","632_W_90","0632_W_90","0632_W_90_1993","36_12031993","12/03/1993",1993,"92/93","winter",64.3,-4.92,"location25",239,0.541479106851331,14,36,"3","female",90,8,1.09739368998628,3,3,"Eastern_Barents_White Sea",1,"Fish",2,1,1,1.52,1.5,3.02,1,0.503311258278146,1,0.496688741721854,1
"459","633_W_89","0633_W_89","0633_W_89_1993","35_12031993","12/03/1993",1993,"92/93","winter",64.3,-4.92,"location25",239,0.541479106851331,14,35,"3","female",89,7.9,1.12061665122864,3,3,"Eastern_Barents_White Sea",1,"Crustaceans",2,0,2,1.04,0.36,1.4,1,0.742857142857143,1,0.257142857142857,1
"460","635_W_87","0635_W_87","0635_W_87_1993","33_12031993","12/03/1993",1993,"92/93","winter",64.3,-4.92,"location25",239,0.541479106851331,14,33,"3","female",87,5.7,0.865599701140314,3,3,"Southern_Norway",1,"Crustaceans",4,0,4,3.1,1.24,4.34,1,0.714285714285714,1,0.285714285714286,1
"461","636_W_79","0636_W_79","0636_W_79_1993","32_12031993","12/03/1993",1993,"92/93","winter",64.3,-4.92,"location25",239,0.541479106851331,14,32,"2","female",79,5.09,1.03237269262675,3,3,"Southern_Norway",0.9759,"Crustaceans",11,0,11,1.54,2.08,3.62,1,0.425414364640884,1,0.574585635359116,1
"462","637_W_76","0637_W_76","0637_W_76_1993","31_12031993","12/03/1993",1993,"92/93","winter",64.3,-4.92,"location25",239,0.541479106851331,14,31,"2","male",76,4.5,1.02511299023181,2,2,"England_Ireland",0.8888,"Crustaceans",3,0,3,11.07,2.57,13.64,1,0.81158357771261,1,0.18841642228739,1
"463","640_W_87","0640_W_87","0640_W_87_1993","37_12031993","12/03/1993",1993,"92/93","winter",64.3,-4.92,"location25",239,0.541479106851331,14,37,"3","female",87,7.2,1.09338909617724,3,3,"Southern_Norway",0.894,"Crustaceans",1,0,1,0.88,0.14,1.02,1,0.862745098039216,1,0.137254901960784,1
"464","641_W_91","0641_W_91","0641_W_91_1993","50_12031993","12/03/1993",1993,"92/93","winter",64.3,-4.92,"location25",239,0.541479106851331,14,50,"3","female",91,7.5,0.995261229532453,3,3,"Southern_Norway",1,NA,0,0,0,0,0,0,0,NA,0,NA,0
"465","642_W_87","0642_W_87","0642_W_87_1993","30_12031993","12/03/1993",1993,"92/93","winter",64.3,-4.92,"location25",239,0.541479106851331,14,30,"3","female",87,6.8,1.03264525750073,3,3,"Southern_Norway",1,"Crustaceans",4,0,4,0.81,0.37,1.18,1,0.686440677966102,1,0.313559322033898,1
"466","643_W_87","0643_W_87","0643_W_87_1993","38_12031993","12/03/1993",1993,"92/93","winter",64.3,-4.92,"location25",239,0.541479106851331,14,38,"3","female",87,5.9,0.89597162047857,2,3,"Northern_Norway",1,"Crustaceans",0,0,0,0,0.03,0.03,1,0,0,1,1
"467","644_W_85","0644_W_85","0644_W_85_1993","39_12031993","12/03/1993",1993,"92/93","winter",64.3,-4.92,"location25",239,0.541479106851331,14,39,"3","female",85,7,1.13983309586811,3,3,"Southern_Norway",1,"Fish",0,0,0,0.15,0,0.15,1,1,1,0,0
"468","645_W_74","0645_W_74","0645_W_74_1993","40_12031993","12/03/1993",1993,"92/93","winter",64.3,-4.92,"location25",239,0.541479106851331,14,40,"2","female",74,3.9,0.962430655637376,1,1,"England_Ireland",0.999,"Fish",12,12,0,20.2,0.47,20.67,1,0.977261731978713,1,0.0227382680212869,1
"469","646_W_90","0646_W_90","0646_W_90_1993","41_12031993","12/03/1993",1993,"92/93","winter",64.3,-4.92,"location25",239,0.541479106851331,14,41,"3","female",90,8,1.09739368998628,2,3,"Teno_system",0.9782,"Fish",2,1,1,1.22,2.34,3.56,1,0.342696629213483,1,0.657303370786517,1
"470","647_W_87","0647_W_87","0647_W_87_1993","42_12031993","12/03/1993",1993,"92/93","winter",64.3,-4.92,"location25",239,0.541479106851331,14,42,"3","female",87,6.8,1.03264525750073,3,2,"Southern_Norway",1,"Crustaceans",8,0,8,0,0.48,0.48,1,0,0,1,1
"471","648_W_85","0648_W_85","0648_W_85_1993","43_12031993","12/03/1993",1993,"92/93","winter",64.3,-4.92,"location25",239,0.541479106851331,14,43,"3","male",85,5.5,0.895583146753511,3,2,"Southern_Norway",0.9822,"Crustaceans",0,0,0,2.64,0.53,3.17,1,0.832807570977918,1,0.167192429022082,1
"472","649_W_76","0649_W_76","0649_W_76_1993","44_12031993","12/03/1993",1993,"92/93","winter",64.3,-4.92,"location25",239,0.541479106851331,14,44,"2","male",76,3.7,0.842870680857268,3,3,"Southern_Norway",0.9996,"Fish",5,1,4,4.4,0.56,4.96,1,0.887096774193548,1,0.112903225806452,1
"473","651_W_81","0651_W_81","0651_W_81_1993","46_12031993","12/03/1993",1993,"92/93","winter",64.3,-4.92,"location25",239,0.541479106851331,14,46,"2","male",81,4,0.752670569263568,3,3,"Southern_Norway",0.9999,NA,0,0,0,0,0,0,0,NA,0,NA,0
"474","652_W_87","0652_W_87","0652_W_87_1993","47_12031993","12/03/1993",1993,"92/93","winter",64.3,-4.92,"location25",239,0.541479106851331,14,47,"3","female",87,8,1.21487677353026,3,3,"Southern_Norway",0.9993,"Fish",5,2,3,18.78,2.17,20.95,1,0.896420047732697,1,0.103579952267303,1
"475","653_W_82","0653_W_82","0653_W_82_1993","49_12031993","12/03/1993",1993,"92/93","winter",64.3,-4.92,"location25",239,0.541479106851331,14,49,"2","male",82,5.8,1.05192902018253,3,3,"Southern_Norway",0.9993,"Fish",7,2,5,6.5,1.69,8.19,1,0.793650793650794,1,0.206349206349206,1
"476","654_W_62","0654_W_62","0654_W_62_1993","25_12031993","12/03/1993",1993,"92/93","winter",64.3,-4.92,"location25",239,0.541479106851331,14,25,"2","female",62,2.1,0.88113859890571,1,2,"England_Ireland",1,NA,0,0,0,0,0,0,0,NA,0,NA,0
"477","655_W_64","0655_W_64","0655_W_64_1993","48_12031993","12/03/1993",1993,"92/93","winter",64.3,-4.92,"location25",239,0.541479106851331,14,48,"2","female",64,2,0.762939453125,3,2,"Southern_Norway",0.9828,"Fish",17,12,5,80.42,0.87,81.29,1,0.989297576577685,1,0.0107024234223152,1
"478","656_W_110","0656_W_110","0656_W_110_1993","7_12031993","12/03/1993",1993,"92/93","winter",64.3,-4.92,"location25",239,0.541479106851331,14,7,"3","male",110,11.5,0.864012021036814,2,3,"Southern_Norway",1,"Fish",9,3,6,15.62,3.45,19.07,1,0.819087572102779,1,0.180912427897221,1
"479","658_W_64","0658_W_64","0658_W_64_1993","24_12031993","12/03/1993",1993,"92/93","winter",64.3,-4.92,"location25",239,0.541479106851331,14,24,"2","female",64,3,1.1444091796875,2,1,"England_Ireland",0.9996,NA,0,0,0,0,0,0,0,NA,0,NA,0
"480","661_W_67","0661_W_67","0661_W_67_1993","3_12031993","12/03/1993",1993,"92/93","winter",64.3,-4.92,"location25",239,0.541479106851331,14,3,"2","male",67,2.6,0.864468036294358,3,3,"Southern_Norway",0.9996,NA,0,0,0,0,0,0,0,NA,0,NA,0
"481","663_W_90","0663_W_90","0663_W_90_1993","6_12031993","12/03/1993",1993,"92/93","winter",64.3,-4.92,"location25",239,0.541479106851331,14,6,"3","female",90,8.5,1.16598079561043,3,2,"Southern_Norway",1,"Fish",9,3,6,9.89,0.88,10.77,1,0.918291550603528,1,0.0817084493964717,1
"482","664_W_89","0664_W_89","0664_W_89_1993","8_12031993","12/03/1993",1993,"92/93","winter",64.3,-4.92,"location25",239,0.541479106851331,14,8,"3","female",89,6.3,0.893656316802583,3,3,"Southern_Norway",0.9746,NA,0,0,0,0,0,0,0,NA,0,NA,0
"483","667_W_61","0667_W_61","0667_W_61_1993","11_12031993","12/03/1993",1993,"92/93","winter",64.3,-4.92,"location25",239,0.541479106851331,14,11,"2","female",61,1.9,0.837074468788136,2,3,"Southern_Norway",0.9999,NA,0,0,0,0,0,0,0,NA,0,NA,0
"484","668_W_69","0668_W_69","0668_W_69_1993","21_12031993","12/03/1993",1993,"92/93","winter",64.3,-4.92,"location25",239,0.541479106851331,14,21,"2","male",69,2.6,0.791454724223689,2,3,"Southern_Norway",0.9998,"Fish",6,2,4,3.94,0.76,4.7,1,0.838297872340426,1,0.161702127659574,1
"485","670_W_92","0670_W_92","0670_W_92_1993","5_12031993","12/03/1993",1993,"92/93","winter",64.3,-4.92,"location25",239,0.541479106851331,14,5,"3","female",92,7.3,0.937474315772171,2,3,"Southern_Norway",1,"Crustaceans",1,0,1,0.7,0.4,1.1,1,0.636363636363636,1,0.363636363636364,1
"486","672_W_67","0672_W_67","0672_W_67_1993","12_12031993","12/03/1993",1993,"92/93","winter",64.3,-4.92,"location25",239,0.541479106851331,14,12,"2","male",67,2.4,0.797970495040946,3,3,"Southern_Norway",0.9999,NA,0,0,0,0,0,0,0,NA,0,NA,0
"487","674_W_74","0674_W_74","0674_W_74_1993","19_12031993","12/03/1993",1993,"92/93","winter",64.3,-4.92,"location25",239,0.541479106851331,14,19,"2","female",74,3.3,0.814364400923933,2,3,"Southern_Norway",0.9985,"Crustaceans",0,0,0,1.02,0.79,1.81,1,0.56353591160221,1,0.43646408839779,1
"488","676_W_64","0676_W_64","0676_W_64_1993","17_12031993","12/03/1993",1993,"92/93","winter",64.3,-4.92,"location25",239,0.541479106851331,14,17,"2","female",64,2.29,0.873565673828125,1,2,"Southern_Norway",0.9999,"Fish",0,0,0,4.57,0,4.57,1,1,1,0,0
"489","678_W_61","0678_W_61","0678_W_61_1993","15_12031993","12/03/1993",1993,"92/93","winter",64.3,-4.92,"location25",239,0.541479106851331,14,15,"2","female",61,2.1,0.925187570765835,2,3,"Southern_Norway",0.9699,"Fish",13,7,6,11.5,2.85,14.35,1,0.801393728222996,1,0.198606271777003,1
"490","679_W_65","0679_W_65","0679_W_65_1993","14_12031993","12/03/1993",1993,"92/93","winter",64.3,-4.92,"location25",239,0.541479106851331,14,14,"2","female",65,2.29,0.833864360491579,3,3,"Southern_Norway",1,NA,0,0,0,0,0,0,0,NA,0,NA,0
"491","681_W_81","0681_W_81","0681_W_81_1993","27_13031993","13/03/1993",1993,"92/93","winter",64.2,-5.17,"location22",272,0.57223541251555,14,27,"2","male",81,4.4,0.827937626189925,3,3,"England_Ireland",0.9981,"Fish",0,0,0,14.14,0,14.14,1,1,1,0,0
"492","682_W_78","0682_W_78","0682_W_78_1993","35_13031993","13/03/1993",1993,"92/93","winter",64.2,-5.17,"location22",272,0.57223541251555,14,35,"2","male",78,4.2,0.885045263743489,3,2,"Southern_Norway",1,"Fish",0,0,0,10.15,0,10.15,1,1,1,0,0
"493","684_W_61","0684_W_61","0684_W_61_1993","33_13031993","13/03/1993",1993,"92/93","winter",64.2,-5.17,"location22",272,0.57223541251555,14,33,"2","female",61,1.9,0.837074468788136,2,3,"Southern_Norway",0.9998,NA,0,0,0,0,0,0,0,NA,0,NA,0
"494","685_W_77","0685_W_77","0685_W_77_1993","32_13031993","13/03/1993",1993,"92/93","winter",64.2,-5.17,"location22",272,0.57223541251555,14,32,"2","male",77,3.6,0.788551977622647,1,2,"Southern_Norway",0.971,NA,0,0,0,0,0,0,0,NA,0,NA,0
"495","688_W_76","0688_W_76","0688_W_76_1993","50_13031993","13/03/1993",1993,"92/93","winter",64.2,-5.17,"location22",272,0.57223541251555,14,50,"2","female",76,3.9,0.888431258200904,1,2,"Southern_Norway",0.9984,"Fish",55,55,0,69.69,1.4,71.09,1,0.980306653537769,1,0.019693346462231,1
"496","689_W_87","0689_W_87","0689_W_87_1993","28_13031993","13/03/1993",1993,"92/93","winter",64.2,-5.17,"location22",272,0.57223541251555,14,28,"3","male",87,8,1.21487677353026,3,3,"Southern_Norway",1,"Fish",1,1,0,24.33,0,24.33,1,1,1,0,0
"497","690_W_82","0690_W_82","0690_W_82_1993","36_13031993","13/03/1993",1993,"92/93","winter",64.2,-5.17,"location22",272,0.57223541251555,14,36,"2","male",82,5.3,0.961245483959896,2,2,"Southern_Norway",0.997,"Fish",1,1,0,2.3,0,2.3,1,1,1,0,0
"498","691_W_88","0691_W_88","0691_W_88_1993","24_13031993","13/03/1993",1993,"92/93","winter",64.2,-5.17,"location22",272,0.57223541251555,14,24,"3","female",88,6.9,1.01251408715252,3,3,"Northern_Norway",0.7098,"Crustaceans",0,0,0,0,4.85,4.85,1,0,0,1,1
"499","692_W_72","0692_W_72","0692_W_72_1993","29_13031993","13/03/1993",1993,"92/93","winter",64.2,-5.17,"location22",272,0.57223541251555,14,29,"2","female",72,2.9,0.776963305898491,2,1,"England_Ireland",0.9996,"Fish",6,1,5,1.26,0.16,1.42,1,0.887323943661972,1,0.112676056338028,1
"500","693_W_90","0693_W_90","0693_W_90_1993","37_13031993","13/03/1993",1993,"92/93","winter",64.2,-5.17,"location22",272,0.57223541251555,14,37,"3","female",90,8.1,1.11111111111111,3,3,"Southern_Norway",1,NA,0,0,0,0,0,0,0,NA,0,NA,0
"501","694_W_91","0694_W_91","0694_W_91_1993","38_13031993","13/03/1993",1993,"92/93","winter",64.2,-5.17,"location22",272,0.57223541251555,14,38,"3","male",91,7.9,1.04834182844085,3,2,"Southern_Norway",0.9884,"Fish",7,3,4,4.43,0.51,4.94,1,0.896761133603239,1,0.103238866396761,1
"502","695_W_88","0695_W_88","0695_W_88_1993","39_13031993","13/03/1993",1993,"92/93","winter",64.2,-5.17,"location22",272,0.57223541251555,14,39,"3","female",88,8,1.17392937640872,2,3,"Southern_Norway",1,"Fish",2,1,1,1.19,0.32,1.51,1,0.788079470198675,1,0.211920529801325,1
"503","696_W_93","0696_W_93","0696_W_93_1993","40_13031993","13/03/1993",1993,"92/93","winter",64.2,-5.17,"location22",272,0.57223541251555,14,40,"3","female",93,9,1.11890615734058,3,2,"Southern_Norway",0.9812,"Fish",4,3,1,4.58,0.97,5.55,1,0.825225225225225,1,0.174774774774775,1
"504","697_W_49","0697_W_49","0697_W_49_1993","41_13031993","13/03/1993",1993,"92/93","winter",64.2,-5.17,"location22",272,0.57223541251555,14,41,"1","male",49,0.9,0.764987377708268,1,3,"England_Ireland",0.9998,"Crustaceans",23,0,23,3.92,3.02,6.94,1,0.564841498559078,1,0.435158501440922,1
"505","698_W_73","0698_W_73","0698_W_73_1993","42_13031993","13/03/1993",1993,"92/93","winter",64.2,-5.17,"location22",272,0.57223541251555,14,42,"2","female",73,3.7,0.951115246891524,3,3,"Southern_Norway",1,NA,0,0,0,0,0,0,0,NA,0,NA,0
"506","699_W_88","0699_W_88","0699_W_88_1993","43_13031993","13/03/1993",1993,"92/93","winter",64.2,-5.17,"location22",272,0.57223541251555,14,43,"3","female",88,6.4,0.939143501126972,3,2,"Northern_Norway",0.9993,NA,0,0,0,0,0,0,0,NA,0,NA,0
"507","703_W_93","0703_W_93","0703_W_93_1993","47_13031993","13/03/1993",1993,"92/93","winter",64.2,-5.17,"location22",272,0.57223541251555,14,47,"3","female",93,7.6,0.944854088420937,3,3,"Southern_Norway",1,"Crustaceans",0,0,0,0,0.17,0.17,1,0,0,1,1
"508","705_W_72","0705_W_72","0705_W_72_1993","48_13031993","13/03/1993",1993,"92/93","winter",64.2,-5.17,"location22",272,0.57223541251555,14,48,"2","male",72,3.1,0.830546982167353,2,2,"Southern_Norway",1,"Crustaceans",0,0,0,7.98,0.78,8.76,1,0.910958904109589,1,0.089041095890411,1
"509","706_W_88","0706_W_88","0706_W_88_1993","26_13031993","13/03/1993",1993,"92/93","winter",64.2,-5.17,"location22",272,0.57223541251555,14,26,"3","female",88,6.2,0.909795266716754,3,3,"Southern_Norway",1,"Crustaceans",0,0,0,0,0.05,0.05,1,0,0,1,1
"510","707_W_89","0707_W_89","0707_W_89_1993","25_13031993","13/03/1993",1993,"92/93","winter",64.2,-5.17,"location22",272,0.57223541251555,14,25,"3","female",89,7.5,1.06387656762212,2,3,"Southern_Norway",0.9932,"Fish",1,1,0,0.81,0,0.81,1,1,1,0,0
